id,protocol,number_of_qubits,interception_rate,noise,confidence,time_μs,is_considered_secure,key_length,eve_knowledge,measured_qber,final_key_qber
B92_1000_0.001_0_0.9999999999-3,B92,1000,0.001,0,0.9999999999,2187,false,None,0,0.007142857142857143,None
B92_1000_0.001_0_0.9999999999-4,B92,1000,0.001,0,0.9999999999,2202,true,118,0,0,0
B92_1000_0.001_0_0.999999999-0,B92,1000,0.001,0,0.999999999,2090,true,121,0,0,0
B92_1000_0.001_0_0.999999999-1,B92,1000,0.001,0,0.999999999,2055,true,117,0,0,0
B92_1000_0.001_0_0.999999999-2,B92,1000,0.001,0,0.999999999,2267,true,131,0,0,0
B92_1000_0.001_0_0.999999999-3,B92,1000,0.001,0,0.999999999,2165,true,123,0,0,0
B92_1000_0.001_0_0.999999999-4,B92,1000,0.001,0,0.999999999,2125,true,120,0,0,0
B92_1000_0.001_0.001_0.9999999999-0,B92,1000,0.001,0.001,0.9999999999,2116,true,122,0,0.00819672131147541,0.00819672131147541
B92_1000_0.001_0.001_0.9999999999-1,B92,1000,0.001,0.001,0.9999999999,2080,true,121,0,0,0
B92_1000_0.001_0.001_0.9999999999-2,B92,1000,0.001,0.001,0.9999999999,2071,true,124,0.008064516129032258,0.008064516129032258,0
B92_1000_0.001_0.001_0.9999999999-3,B92,1000,0.001,0.001,0.9999999999,2669,true,132,0,0,0
B92_1000_0.001_0.001_0.9999999999-4,B92,1000,0.001,0.001,0.9999999999,2095,true,122,0,0,0.00819672131147541
B92_1000_0.001_0.001_0.999999999-0,B92,1000,0.001,0.001,0.999999999,2049,true,121,0,0,0
B92_1000_0.001_0.001_0.999999999-1,B92,1000,0.001,0.001,0.999999999,2054,true,117,0,0,0
B92_1000_0.001_0.001_0.999999999-2,B92,1000,0.001,0.001,0.999999999,2116,false,None,0,0.023622047244094488,None
B92_1000_0.001_0.001_0.999999999-3,B92,1000,0.001,0.001,0.999999999,2080,true,116,0,0,0
B92_1000_0.001_0.001_0.999999999-4,B92,1000,0.001,0.001,0.999999999,2381,true,138,0,0,0
B92_1000_0.001_0.01_0.9999999999-0,B92,1000,0.001,0.01,0.9999999999,2123,true,128,0.0078125,0.0234375,0.015625
B92_1000_0.001_0.01_0.9999999999-1,B92,1000,0.001,0.01,0.9999999999,2343,true,126,0,0.015873015873015872,0
B92_1000_0.001_0.01_0.9999999999-2,B92,1000,0.001,0.01,0.9999999999,2212,true,136,0,0.007407407407407408,0.007352941176470588
B92_1000_0.001_0.01_0.9999999999-3,B92,1000,0.001,0.01,0.9999999999,9891,true,126,0,0.015873015873015872,0.015873015873015872
B92_1000_0.001_0.01_0.9999999999-4,B92,1000,0.001,0.01,0.9999999999,2406,true,111,0,0,0
B92_1000_0.001_0.01_0.999999999-0,B92,1000,0.001,0.01,0.999999999,7377,true,125,0,0.008,0.008
B92_1000_0.001_0.01_0.999999999-1,B92,1000,0.001,0.01,0.999999999,3409,true,131,0,0.007633587786259542,0.007633587786259542
B92_1000_0.001_0.01_0.999999999-2,B92,1000,0.001,0.01,0.999999999,3628,true,133,0,0.015151515151515152,0.015037593984962405
B92_1000_0.001_0.01_0.999999999-3,B92,1000,0.001,0.01,0.999999999,2128,true,128,0,0.015748031496062992,0.015625
B92_1000_0.001_0.01_0.999999999-4,B92,1000,0.001,0.01,0.999999999,2157,true,126,0,0.008,0.007936507936507936
B92_1000_0.01_0_0.9999999999-0,B92,1000,0.01,0,0.9999999999,2114,true,122,0.00819672131147541,0,0.01639344262295082
B92_1000_0.01_0_0.9999999999-1,B92,1000,0.01,0,0.9999999999,2008,true,116,0,0,0
B92_1000_0.01_0_0.9999999999-2,B92,1000,0.01,0,0.9999999999,2081,false,None,0,0.007936507936507936,None
B92_1000_0.01_0_0.9999999999-3,B92,1000,0.01,0,0.9999999999,2005,false,None,0,0.008771929824561403,None
B92_1000_0.01_0_0.9999999999-4,B92,1000,0.01,0,0.9999999999,2306,false,None,0,0.007462686567164179,None
B92_1000_0.01_0_0.999999999-0,B92,1000,0.01,0,0.999999999,10542,true,121,0,0,0.008264462809917356
B92_1000_0.01_0_0.999999999-1,B92,1000,0.01,0,0.999999999,14469,false,None,0,0.007874015748031496,None
B92_1000_0.01_0_0.999999999-2,B92,1000,0.01,0,0.999999999,2450,false,None,0,0.015625,None
B92_1000_0.01_0_0.999999999-3,B92,1000,0.01,0,0.999999999,2315,false,None,0,0.016,None
B92_1000_0.01_0_0.999999999-4,B92,1000,0.01,0,0.999999999,2046,true,119,0,0,0.01680672268907563
B92_1000_0.01_0.001_0.9999999999-0,B92,1000,0.01,0.001,0.9999999999,3684,true,125,0,0.008,0
B92_1000_0.01_0.001_0.9999999999-1,B92,1000,0.01,0.001,0.9999999999,2277,true,130,0,0,0
B92_1000_0.01_0.001_0.9999999999-2,B92,1000,0.01,0.001,0.9999999999,2123,true,127,0,0.007874015748031496,0.015748031496062992
B92_1000_0.01_0.001_0.9999999999-3,B92,1000,0.01,0.001,0.9999999999,2190,true,140,0.014285714285714285,0.007142857142857143,0
B92_1000_0.01_0.001_0.9999999999-4,B92,1000,0.01,0.001,0.9999999999,2184,true,130,0.015384615384615385,0.015503875968992248,0.015384615384615385
B92_1000_0.01_0.001_0.999999999-0,B92,1000,0.01,0.001,0.999999999,2134,true,128,0.0078125,0,0
B92_1000_0.01_0.001_0.999999999-1,B92,1000,0.01,0.001,0.999999999,2154,true,127,0.015748031496062992,0.007874015748031496,0.007874015748031496
B92_1000_0.01_0.001_0.999999999-2,B92,1000,0.01,0.001,0.999999999,2218,true,131,0,0,0.007633587786259542
B92_1000_0.01_0.001_0.999999999-3,B92,1000,0.01,0.001,0.999999999,2137,true,131,0.007633587786259542,0.007633587786259542,0
B92_1000_0.01_0.001_0.999999999-4,B92,1000,0.01,0.001,0.999999999,2094,true,125,0,0,0.016
B92_1000_0.01_0.01_0.9999999999-0,B92,1000,0.01,0.01,0.9999999999,2064,true,122,0,0.00819672131147541,0.02459016393442623
B92_1000_0.01_0.01_0.9999999999-1,B92,1000,0.01,0.01,0.9999999999,2112,true,121,0,0.016666666666666666,0.024793388429752067
B92_1000_0.01_0.01_0.9999999999-2,B92,1000,0.01,0.01,0.9999999999,2088,true,124,0.008064516129032258,0.032520325203252036,0
B92_1000_0.01_0.01_0.9999999999-3,B92,1000,0.01,0.01,0.9999999999,2119,true,129,0,0,0.031007751937984496
B92_1000_0.01_0.01_0.9999999999-4,B92,1000,0.01,0.01,0.9999999999,2024,true,117,0.017094017094017096,0.008620689655172414,0.008547008547008548
B92_1000_0.01_0.01_0.999999999-0,B92,1000,0.01,0.01,0.999999999,2188,true,136,0.007352941176470588,0.014705882352941176,0.022058823529411766
B92_1000_0.01_0.01_0.999999999-1,B92,1000,0.01,0.01,0.999999999,2086,true,124,0.016129032258064516,0.008064516129032258,0.016129032258064516
B92_1000_0.01_0.01_0.999999999-2,B92,1000,0.01,0.01,0.999999999,2141,true,123,0.008130081300813009,0.024390243902439025,0.008130081300813009
B92_1000_0.01_0.01_0.999999999-3,B92,1000,0.01,0.01,0.999999999,2137,true,135,0.014814814814814815,0.014814814814814815,0
B92_1000_0.01_0.01_0.999999999-4,B92,1000,0.01,0.01,0.999999999,2112,true,125,0,0.016129032258064516,0
B92_1000_0.1_0_0.9999999999-0,B92,1000,0.1,0,0.9999999999,2200,false,None,0,0.0072992700729927005,None
B92_1000_0.1_0_0.9999999999-1,B92,1000,0.1,0,0.9999999999,2123,false,None,0,0.024193548387096774,None
B92_1000_0.1_0_0.9999999999-2,B92,1000,0.1,0,0.9999999999,2192,false,None,0,0.04477611940298507,None
B92_1000_0.1_0_0.9999999999-3,B92,1000,0.1,0,0.9999999999,2152,false,None,0,0.031007751937984496,None
B92_1000_0.1_0_0.9999999999-4,B92,1000,0.1,0,0.9999999999,2152,false,None,0,0.07751937984496124,None
B92_1000_0.1_0_0.999999999-0,B92,1000,0.1,0,0.999999999,2295,false,None,0,0.06711409395973154,None
B92_1000_0.1_0_0.999999999-1,B92,1000,0.1,0,0.999999999,2166,false,None,0,0.03305785123966942,None
B92_1000_0.1_0_0.999999999-2,B92,1000,0.1,0,0.999999999,2163,false,None,0,0.045454545454545456,None
B92_1000_0.1_0_0.999999999-3,B92,1000,0.1,0,0.999999999,2172,false,None,0,0.03968253968253968,None
B92_1000_0.1_0_0.999999999-4,B92,1000,0.1,0,0.999999999,2190,false,None,0,0.037037037037037035,None
B92_1000_0.1_0.001_0.9999999999-0,B92,1000,0.1,0.001,0.9999999999,2195,false,None,0,0.056,None
B92_1000_0.1_0.001_0.9999999999-1,B92,1000,0.1,0.001,0.9999999999,2267,false,None,0,0.034722222222222224,None
B92_1000_0.1_0.001_0.9999999999-2,B92,1000,0.1,0.001,0.9999999999,2228,false,None,0,0.05714285714285714,None
B92_1000_0.1_0.001_0.9999999999-3,B92,1000,0.1,0.001,0.9999999999,2121,false,None,0,0.05785123966942149,None
B92_1000_0.1_0.001_0.9999999999-4,B92,1000,0.1,0.001,0.9999999999,2203,false,None,0,0.06870229007633588,None
B92_1000_0.1_0.001_0.999999999-0,B92,1000,0.1,0.001,0.999999999,2313,false,None,0,0.04285714285714286,None
B92_1000_0.1_0.001_0.999999999-1,B92,1000,0.1,0.001,0.999999999,2134,false,None,0,0.0546875,None
B92_1000_0.1_0.001_0.999999999-2,B92,1000,0.1,0.001,0.999999999,2313,false,None,0,0.050724637681159424,None
B92_1000_0.1_0.001_0.999999999-3,B92,1000,0.1,0.001,0.999999999,2098,false,None,0,0.0743801652892562,None
B92_1000_0.1_0.001_0.999999999-4,B92,1000,0.1,0.001,0.999999999,2715,false,None,0,0.03759398496240601,None
B92_1000_0.1_0.01_0.9999999999-0,B92,1000,0.1,0.01,0.9999999999,2246,false,None,0,0.06521739130434782,None
B92_1000_0.1_0.01_0.9999999999-1,B92,1000,0.1,0.01,0.9999999999,2270,false,None,0,0.10071942446043165,None
B92_1000_0.1_0.01_0.9999999999-2,B92,1000,0.1,0.01,0.9999999999,2257,true,123,0.056910569105691054,0.06504065040650407,0.032520325203252036
B92_1000_0.1_0.01_0.9999999999-3,B92,1000,0.1,0.01,0.9999999999,2328,false,None,0,0.09302325581395349,None
B92_1000_0.1_0.01_0.9999999999-4,B92,1000,0.1,0.01,0.9999999999,2190,false,None,0,0.0703125,None
B92_1000_0.1_0.01_0.999999999-0,B92,1000,0.1,0.01,0.999999999,2226,true,136,0.07352941176470588,0.058823529411764705,0.08088235294117647
B92_1000_0.1_0.01_0.999999999-1,B92,1000,0.1,0.01,0.999999999,2123,false,None,0,0.08661417322834646,None
B92_1000_0.1_0.01_0.999999999-2,B92,1000,0.1,0.01,0.999999999,2246,false,None,0,0.07194244604316546,None
B92_1000_0.1_0.01_0.999999999-3,B92,1000,0.1,0.01,0.999999999,2235,true,130,0.03076923076923077,0.038461538461538464,0.038461538461538464
B92_1000_0.1_0.01_0.999999999-4,B92,1000,0.1,0.01,0.999999999,2198,true,131,0.061068702290076333,0.061068702290076333,0.061068702290076333
